frequency_hz,mean_response_db,response_standard_deviation_db,mean_chirp_level_dbfs,chirp_level_standard_deviation_db,mean_noise_level_dbfs,noise_level_standard_deviation_db,mean_snr_db,response_1_db,response_2_db,response_3_db,response_4_db,response_5_db,response_6_db,response_7_db,response_8_db,chirp_level_1_dbfs,chirp_level_2_dbfs,chirp_level_3_dbfs,chirp_level_4_dbfs,chirp_level_5_dbfs,chirp_level_6_dbfs,chirp_level_7_dbfs,chirp_level_8_dbfs,noise_level_1_dbfs,noise_level_2_dbfs,noise_level_3_dbfs,noise_level_4_dbfs,noise_level_5_dbfs,noise_level_6_dbfs,noise_level_7_dbfs,noise_level_8_dbfs
11056.11222445,-54.98829974,1.25438367,-69.92167050,1.25438367,-140.52175401,0.53924278,70.60008351,-54.97866046,-53.77091946,-53.66641630,-54.01190405,-54.36400778,-55.70817784,-56.55809138,-56.84822069,-69.91203121,-68.70429021,-68.59978705,-68.94527480,-69.29737853,-70.64154859,-71.49146213,-71.78159144,-140.41226731,-141.03121972,-140.97866052,-140.20735636,-140.32361048,-139.73032121,-140.15760931,-141.33298715
11099.19839679,-55.45208009,1.46263402,-70.37669424,1.46263402,-140.29401888,0.44844592,69.91732464,-55.05203918,-54.02615359,-54.00868601,-54.42396216,-54.81212227,-56.27858679,-57.28523760,-57.72985312,-69.97665333,-68.95076774,-68.93330016,-69.34857631,-69.73673642,-71.20320094,-72.20985175,-72.65446727,-140.07898696,-139.80887790,-140.76450272,-140.83075788,-139.83795347,-140.48851652,-139.84126467,-140.70129095
11142.28456914,-55.91586043,1.68496168,-70.83171798,1.68496168,-140.03849612,0.35450898,69.20677814,-55.12541790,-54.28138771,-54.35095571,-54.83602026,-55.26023675,-56.84899573,-58.01238382,-58.61148556,-70.04127545,-69.19724526,-69.26681326,-69.75187781,-70.17609430,-71.76485328,-72.92824137,-73.52734311,-139.91646072,-139.60982492,-140.32983957,-140.62212986,-139.56705934,-140.15593514,-139.95566394,-140.15105545
11185.37074148,-56.42224922,1.95676094,-71.33120261,1.95676094,-139.88154568,0.22907925,68.55034307,-55.38387061,-54.40616919,-54.65123924,-55.26060879,-55.77418675,-57.53916505,-58.80678327,-59.55597086,-70.29282400,-69.31512259,-69.56019264,-70.16956218,-70.68314014,-72.44811844,-73.71573666,-74.46492426,-139.65728717,-139.75241726,-140.18334707,-139.88203426,-139.98741048,-139.50370318,-140.08264205,-140.00352399
11228.45691383,-56.97193368,2.27628470,-71.87586525,2.27628470,-139.50380304,0.41612241,67.62793779,-55.83038236,-54.39839394,-54.90885940,-55.69792983,-56.35503412,-58.35102635,-59.66952066,-60.56432280,-70.73431393,-69.30232551,-69.81279097,-70.60186140,-71.25896569,-73.25495791,-74.57345223,-75.46825436,-139.87571636,-139.03563836,-139.58173419,-139.33707824,-139.34443732,-139.49192982,-140.28681250,-139.07707751
11271.54308617,-57.52161815,2.60035856,-72.42052788,2.60035856,-139.49600575,0.65180207,67.07547786,-56.27689412,-54.39061869,-55.16647957,-56.13525088,-56.93588149,-59.16288764,-60.53225806,-61.57267473,-71.17580386,-69.28952843,-70.06538930,-71.03416062,-71.83479123,-74.06179738,-75.43116780,-76.47158447,-139.34964662,-139.22437485,-139.65709534,-139.38894119,-140.58862679,-140.24069282,-138.69787294,-138.82079541
11314.62925852,-57.86228248,2.65166478,-72.75923428,2.65166478,-139.36414726,0.18458657,66.60491298,-56.48381564,-54.52811171,-55.49756783,-56.55246565,-57.42867916,-59.55933546,-60.94810027,-61.90018411,-71.38076744,-69.42506351,-70.39451963,-71.44941745,-72.32563096,-74.45628726,-75.84505207,-76.79713591,-139.32880128,-139.37226019,-139.23241864,-139.38274947,-139.75340396,-139.35591266,-139.10427394,-139.38335794
11357.71543086,-58.16154346,2.65328398,-73.05714423,2.65328398,-139.23416075,0.24332431,66.17701652,-56.64327839,-54.69437992,-55.84320889,-56.96569770,-57.90403567,-59.87349690,-61.27542011,-62.09283009,-71.53887916,-69.58998069,-70.73880966,-71.86129847,-72.79963644,-74.76909767,-76.17102088,-76.98843087,-139.34756607,-139.23724315,-139.32957224,-138.96580369,-139.31820115,-139.50814949,-139.39390099,-138.77284920
11400.80160321,-58.50640590,2.71628516,-73.40128476,2.71628516,-139.15666433,0.39944889,65.75537958,-56.68297539,-54.86881738,-56.20960981,-57.42104790,-58.44378059,-60.32380978,-61.72837279,-62.37283355,-71.57785424,-69.76369624,-71.10448867,-72.31592675,-73.33865945,-75.21868864,-76.62325164,-77.26771241,-138.67359817,-139.69623907,-139.03965737,-139.57766996,-139.13466190,-139.30737555,-139.27165441,-138.55245823
11443.88777555,-59.06875221,3.08203457,-73.96590955,3.08203457,-138.87686168,0.52924154,64.91095213,-56.15148186,-55.08221589,-56.67501930,-58.07726921,-59.29060871,-61.42346027,-62.78049747,-63.06946495,-71.04863920,-69.97937323,-71.57217664,-72.97442655,-74.18776605,-76.32061762,-77.67765481,-77.96662229,-139.00711479,-138.18297180,-139.73760242,-139.10984068,-139.34696279,-138.61618340,-138.73589989,-138.27831767
11486.97394790,-59.63109852,3.49010202,-74.53053434,3.49010202,-138.90039171,0.31581408,64.36985737,-55.61998833,-55.29561439,-57.14042879,-58.73349053,-60.13743683,-62.52311077,-63.83262215,-63.76609634,-70.51942415,-70.19505021,-72.03986461,-73.63292636,-75.03687266,-77.42254659,-78.73205797,-78.66553217,-138.96703149,-138.59520072,-139.29169116,-139.37053947,-138.59178336,-138.72570690,-138.61735945,-139.04382116
11530.06012024,-60.02467957,3.67242016,-74.92824502,3.67242016,-138.55760502,0.50101457,63.62936000,-55.05688635,-55.64306018,-57.59149954,-59.46780829,-61.00637465,-63.40527155,-64.22404956,-63.80248642,-69.96045181,-70.54662563,-72.49506499,-74.37137374,-75.90994010,-78.30883700,-79.12761501,-78.70605188,-139.13865292,-138.90760896,-138.08336073,-139.17848638,-138.72869307,-137.89944771,-138.10460794,-138.41998247
11573.14629259,-60.25740623,3.69520911,-75.16686568,3.69520911,-138.49173324,0.42219768,63.32486756,-54.46365757,-56.11826978,-58.02890367,-60.27656171,-61.89638576,-64.08013744,-63.98574987,-63.20958401,-69.37311703,-71.02772923,-72.93836312,-75.18602116,-76.80584521,-78.98959689,-78.89520933,-78.11904346,-138.13078642,-139.06202268,-138.01236245,-138.46006525,-138.77077010,-138.88891389,-137.94691336,-138.66203176
11616.23246493,-60.49013289,3.81816662,-75.40548634,3.81816662,-138.01970825,0.25316208,62.61422191,-53.87042879,-56.59347939,-58.46630781,-61.08531513,-62.78639687,-64.75500333,-63.74745019,-62.61668159,-68.78578225,-71.50883284,-73.38166126,-76.00066858,-77.70175033,-79.67035679,-78.66280364,-77.53203504,-137.98465178,-137.92551191,-138.02547395,-138.01315546,-138.08812078,-137.51465725,-138.20781039,-138.39828450
11659.31863727,-60.28926500,3.65811719,-75.21360086,3.65811719,-138.10685531,0.40565491,62.89325444,-53.22200007,-57.09057022,-58.90307413,-61.61225183,-62.99945283,-64.11625551,-62.75204563,-61.61846978,-68.14633593,-72.01490609,-73.82740999,-76.53658769,-77.92378869,-79.04059138,-77.67638149,-76.54280565,-137.87288325,-137.98646783,-138.13612926,-138.30674728,-138.89281963,-137.86692677,-137.52361937,-138.26924906
11702.40480962,-60.01228020,3.56469997,-74.94614064,3.56469997,-137.86024769,0.33914219,62.91410705,-52.56388107,-57.59150228,-59.33972848,-62.08971600,-63.09367026,-63.24690465,-61.62373238,-60.54910648,-67.49774151,-72.52536272,-74.27358892,-77.02357644,-78.02753070,-78.18076509,-76.55759282,-75.48296692,-138.06025168,-137.20231411,-138.03157299,-137.95534879,-138.14013003,-138.07187921,-137.96096329,-137.45952142
11745.49098196,-59.67667786,3.51619091,-74.62075836,3.51619091,-137.91560301,0.48613298,63.29484464,-52.03027607,-58.04935881,-59.67547178,-62.32049862,-62.95722738,-62.30409224,-60.54470396,-59.53179398,-66.97435658,-72.99343932,-74.61955229,-77.26457913,-77.90130789,-77.24817275,-75.48878447,-74.47587449,-137.87466820,-137.91083210,-137.84245507,-138.14786557,-138.56866392,-138.07172927,-136.85562883,-138.05298109
11788.57715431,-59.09009335,3.12320869,-74.04737181,3.12320869,-137.48724583,0.49389153,63.43987403,-52.02980142,-58.32277930,-59.57914524,-61.49506732,-61.83316851,-61.04674023,-59.67669791,-58.73734690,-66.98707988,-73.28005775,-74.53642369,-76.45234577,-76.79044696,-76.00401868,-74.63397636,-73.69462535,-137.34490115,-137.86287618,-136.76289580,-138.34657198,-137.07939506,-137.61474893,-137.22356893,-137.66300864
11831.66332665,-58.50350885,2.79029849,-73.47398525,2.79029849,-137.42663838,0.53473068,63.95265313,-52.02932678,-58.59619979,-59.48281869,-60.66963602,-60.70910964,-59.78938821,-58.80869186,-57.94289981,-66.99980318,-73.56667619,-74.45329509,-75.64011242,-75.67958604,-74.75986461,-73.77916826,-72.91337621,-137.60636546,-138.62726366,-137.31331564,-137.13755236,-137.13107055,-137.43585809,-136.85199009,-137.30969119
11874.74949900,-58.14750947,2.58120660,-73.13315837,2.58120660,-137.20013640,0.48838865,64.06697803,-52.08860954,-58.42206045,-59.23936527,-60.04674422,-60.04570169,-59.20931524,-58.45722877,-57.67105059,-67.07425844,-73.40770935,-74.22501417,-75.03239312,-75.03135059,-74.19496413,-73.44287767,-72.65669948,-137.80713588,-136.78069759,-137.51697313,-137.46604312,-137.31352335,-137.47501452,-136.93281269,-136.30889089
11917.83567134,-57.99763922,2.45106243,-73.00022575,2.45106243,-137.06547030,0.31482455,64.06524455,-52.20131182,-57.84782975,-58.86438934,-59.60491048,-59.79408775,-59.23468868,-58.56752379,-57.86637218,-67.20389834,-72.85041627,-73.86697587,-74.60749701,-74.79667427,-74.23727520,-73.57011031,-72.86895871,-137.08740635,-136.80743186,-136.90541593,-136.49264482,-137.21346092,-137.47033635,-137.29073845,-137.25632770
11960.92184369,-57.84776897,2.35114560,-72.86729313,2.35114560,-137.01630260,0.45518176,64.14900948,-52.31401409,-57.27359905,-58.48941341,-59.16307674,-59.54247380,-59.26006213,-58.67781881,-58.06169378,-67.33353824,-72.29312320,-73.50893756,-74.18260089,-74.56199795,-74.27958628,-73.69734296,-73.08121793,-137.57376866,-136.91971653,-136.45124682,-136.34366956,-136.98397438,-136.98139056,-137.43390713,-137.44274719
12004.00801603,-57.91706919,2.42261039,-72.95053294,2.42261039,-136.73544126,0.49985310,63.78490832,-52.30044431,-57.07121279,-58.50655190,-59.27394332,-59.84237402,-59.41037096,-58.68230067,-58.24935560,-67.33390805,-72.10467654,-73.54001565,-74.30740706,-74.87583776,-74.44383471,-73.71576441,-73.28281934,-136.12395788,-136.42658487,-136.36874405,-136.67764723,-137.49467382,-137.46191795,-136.54724215,-136.78276216
12047.09418838,-58.02008795,2.52443842,-73.06703005,2.52443842,-136.86394377,0.37820651,63.79691371,-52.26744806,-56.92603337,-58.58401569,-59.46984072,-60.22712256,-59.57990063,-58.67050358,-58.43583899,-67.31439016,-71.97297548,-73.63095779,-74.51678282,-75.27406467,-74.62684273,-73.71744568,-73.48278109,-137.07880886,-136.97767115,-136.73845523,-135.97592526,-137.01784151,-137.14577017,-137.03153567,-136.94554228
12090.18036072,-58.08811691,2.58512689,-73.14733132,2.58512689,-136.63389514,0.33990658,63.48656382,-52.26949196,-56.85468514,-58.70876713,-59.64653978,-60.51726901,-59.58395814,-58.58290671,-58.54131741,-67.32870638,-71.91389955,-73.76798154,-74.70575419,-75.57648343,-74.64317255,-73.64212112,-73.60053182,-136.27476864,-136.26515845,-136.27392187,-136.81162568,-136.94663416,-137.01953331,-136.50131576,-136.97820327
12133.26653307,-58.02073083,2.48553191,-73.08754998,2.48553191,-136.55128650,0.37834447,63.46373652,-52.40714583,-57.06907318,-59.01652793,-59.74893881,-60.44129308,-58.94761693,-58.20195482,-58.33329608,-67.47396498,-72.13589233,-74.08334708,-74.81575796,-75.50811223,-74.01443608,-73.26877397,-73.40011523,-136.26607519,-136.20872867,-136.11091693,-137.18428362,-136.66419877,-136.98334273,-136.45601874,-136.53672738
12176.35270541,-57.95334475,2.42533557,-73.02776864,2.42533557,-136.43711417,0.40297618,63.40934553,-52.54479969,-57.28346123,-59.32428873,-59.85133784,-60.36531714,-58.31127572,-57.82100292,-58.12527475,-67.61922358,-72.35788511,-74.39871261,-74.92576173,-75.43974103,-73.38569961,-72.89542681,-73.19969864,-136.51213267,-136.37606273,-136.23892255,-135.86187877,-136.13150538,-136.96189021,-137.05543661,-136.35908447
12219.43887776,-57.94439459,2.36150759,-73.02848583,2.36150759,-136.43763311,0.42950850,63.40914728,-52.65427487,-57.98814891,-59.41933676,-59.73625890,-60.29727155,-57.91181748,-57.58913205,-57.95891622,-67.73836611,-73.07224015,-74.50342800,-74.82035014,-75.38136279,-72.99590872,-72.67322329,-73.04300746,-136.33922250,-135.75263983,-135.90600136,-136.98559722,-136.78167522,-136.76141601,-136.51390368,-136.46060910
12262.52505010,-57.98442748,2.33356763,-73.07991503,2.33356763,-136.14374625,0.47775414,63.06383122,-52.74012967,-59.10382305,-59.33608145,-59.43888225,-60.23587345,-57.71092292,-57.48222615,-57.82748092,-67.83561722,-74.19931060,-74.43156900,-74.53436980,-75.33136099,-72.80641047,-72.57771370,-72.92296846,-136.28803163,-135.28907889,-136.08948549,-136.94209860,-136.31538091,-136.18546668,-135.75147770,-136.28895013
12305.61122244,-58.02446037,2.39091897,-73.13134423,2.39091897,-135.94142194,0.31822151,62.81007771,-52.82598448,-60.21949719,-59.25282614,-59.14150560,-60.17447534,-57.51002836,-57.37532025,-57.69604561,-67.93286834,-75.32638105,-74.35970999,-74.24838946,-75.28135920,-72.61691222,-72.48220410,-72.80292947,-136.36839548,-135.89655648,-136.03652108,-135.86850063,-135.99365430,-135.53039904,-135.50790006,-136.32944846
12348.69739479,-58.18508649,2.62485534,-73.30666154,2.62485534,-135.70215852,0.55419675,62.39549698,-52.58350275,-60.32930990,-59.88168367,-59.48379580,-60.66242503,-57.87030192,-57.27830886,-57.39136400,-67.70507780,-75.45088494,-75.00325871,-74.60537085,-75.78400008,-72.99187696,-72.39988391,-72.51293904,-136.10447851,-135.28671315,-135.43331420,-135.67733118,-135.47042970,-136.74388603,-134.96214807,-135.93896733
12391.78356713,-58.36174313,2.90948571,-73.49844736,2.90948571,-135.61325634,0.27292324,62.11480898,-52.29737508,-60.30541292,-60.60520272,-59.91111725,-61.22339981,-58.30517184,-57.18261276,-57.06365266,-67.43407931,-75.44211715,-75.74190695,-75.04782147,-76.36010404,-73.44187607,-72.31931699,-72.20035689,-135.16703574,-135.58187617,-135.76889065,-135.51672299,-135.29341288,-135.88306560,-135.88568390,-135.80936277
12434.86973948,-58.31948593,3.06808278,-73.47213721,3.06808278,-135.79006308,0.32746957,62.31792587,-52.18219405,-60.01283305,-61.11175764,-60.07588967,-61.34295329,-58.43761364,-56.85723892,-56.53540720,-67.33484533,-75.16548432,-76.26440892,-75.22854095,-76.49560457,-73.59026492,-72.00989020,-71.68805848,-135.59655205,-135.72923647,-136.29183542,-135.35447028,-135.67142589,-135.67872026,-136.27671054,-135.72155369
12477.95591182,-57.50707403,2.75992892,-72.67854970,2.75992892,-135.64318117,0.38804343,62.96463148,-52.66841568,-58.77500732,-60.85501704,-59.31699568,-59.90955473,-57.50609143,-55.72384220,-55.30166818,-67.83989135,-73.94648298,-76.02649270,-74.48847135,-75.08103039,-72.67756710,-70.89531786,-70.47314384,-135.41835235,-136.09978026,-135.65159047,-135.53330889,-135.24874009,-136.32092946,-135.63935864,-135.23338924
12521.04208417,-56.69466213,2.57648220,-71.88496218,2.57648220,-135.66335000,0.38715785,63.77838782,-53.15463731,-57.53718159,-60.59827644,-58.55810169,-58.47615617,-56.57456922,-54.59044547,-54.06792916,-68.34493736,-72.72748163,-75.78857648,-73.74840174,-73.66645622,-71.76486927,-69.78074552,-69.25822921,-135.87114384,-135.67869951,-135.52396420,-136.42666625,-135.32890398,-135.60935319,-135.13088154,-135.73718749
12564.12825651,-55.97489401,2.38032202,-71.18608146,2.38032202,-135.13529923,0.35380649,63.94921778,-53.57354430,-56.74816627,-59.89490017,-57.70674566,-57.33304421,-55.66112406,-53.71025027,-53.17137718,-68.78473174,-71.95935371,-75.10608761,-72.91793310,-72.54423165,-70.87231151,-68.92143771,-68.38256462,-135.12371483,-134.90054426,-135.39749381,-135.22562952,-134.59388062,-135.78349698,-134.96505098,-135.09258286
12607.21442886,-55.32791744,2.13536620,-70.56161322,2.13536620,-135.03882396,0.46282810,64.47721074,-53.93956121,-56.31178771,-58.84059587,-56.78274088,-56.41801458,-54.76188230,-53.02899913,-52.53975786,-69.17325699,-71.54548348,-74.07429165,-72.01643665,-71.65171035,-69.99557808,-68.26269490,-67.77345363,-135.29588975,-134.90963587,-135.12256839,-134.86676724,-135.80790387,-135.21791330,-134.91150344,-134.17840981
12650.30060120,-54.68094087,1.96671045,-69.93714498,1.96671045,-135.41868376,0.26137600,65.48153878,-54.30557812,-55.87540914,-57.78629158,-55.85873610,-55.50298494,-53.86264054,-52.34774799,-51.90813854,-69.56178223,-71.13161325,-73.04249569,-71.11494020,-70.75918905,-69.11884464,-67.60395210,-67.16434265,-135.81086126,-135.25712754,-135.45991672,-135.73427414,-135.03476707,-135.48972005,-135.34009540,-135.22270788
12693.38677355,-54.48383685,1.91653414,-69.76587591,1.91653414,-135.25712667,0.40624732,65.49125076,-54.67636080,-55.66182482,-57.27323938,-55.61780833,-55.32613130,-53.54985815,-52.11416157,-51.65131047,-69.95839985,-70.94386387,-72.55527844,-70.89984739,-70.60817035,-68.83189720,-67.39620062,-66.93334952,-135.14217964,-135.49773918,-135.60749140,-135.99593271,-135.05049798,-135.04783221,-134.78720562,-134.92813460
12736.47294589,-54.33746031,1.90059934,-69.64570941,1.90059934,-134.90661337,0.40447153,65.26090396,-55.04768087,-55.47336269,-56.82121858,-55.45390409,-55.23251412,-53.30320471,-51.93105366,-51.43674372,-70.35592997,-70.78161180,-72.12946769,-70.76215320,-70.54076323,-68.61145382,-67.23930277,-66.74499283,-134.52588378,-134.50055584,-134.86456289,-134.71435523,-135.72122816,-134.99039555,-134.72458326,-135.21134227
12779.55911824,-54.14442310,1.91496780,-69.47977182,1.91496780,-135.24073824,0.32065464,65.76096643,-55.37123172,-55.15743070,-56.37792896,-55.25361127,-55.09060746,-53.02507538,-51.70517419,-51.17432516,-70.70658043,-70.49277941,-71.71327767,-70.58895998,-70.42595618,-68.36042410,-67.04052290,-66.50967387,-135.20064845,-135.48597598,-134.80941878,-135.32979222,-135.38902574,-135.00072724,-134.93193222,-135.77838530
12822.64529058,-53.80144267,1.96449333,-69.16674956,1.96449333,-135.27589295,0.47367514,66.10914340,-55.54127700,-54.43187646,-55.96269683,-54.93638434,-54.79352337,-52.64579882,-51.34184900,-50.75813558,-70.90658388,-69.79718334,-71.32800371,-70.30169122,-70.15883025,-68.01110570,-66.70715588,-66.12344246,-135.22666836,-135.28094967,-135.51833372,-135.38907541,-135.55352553,-134.60191542,-134.62493605,-136.01173947
12865.73146293,-53.45846224,2.04271678,-68.85372729,2.04271678,-135.03614741,0.33246242,66.18242012,-55.71132228,-53.70632221,-55.54746470,-54.61915742,-54.49643928,-52.26652225,-50.97852381,-50.34194600,-71.10658733,-69.10158726,-70.94272975,-70.01442247,-69.89170433,-67.66178730,-66.37378886,-65.73721105,-134.60471496,-135.11016252,-135.13118604,-134.80573475,-134.91325991,-135.24892198,-134.80260304,-135.67259611
12908.81763527,-53.29441230,2.32482505,-68.72183568,2.32482505,-135.01076149,0.30089780,66.28892581,-56.59995484,-53.61074325,-55.28808378,-54.40726503,-54.13140477,-51.81353688,-50.56007415,-49.94423572,-72.02737822,-69.03816662,-70.71550715,-69.83468840,-69.55882814,-67.24096026,-65.98749753,-65.37165909,-135.31499778,-134.81782596,-135.04611886,-134.75964733,-134.63012639,-134.94204615,-135.54913022,-135.02619922
12951.90380762,-53.26207508,2.81368037,-68.72327634,2.81368037,-135.08840264,0.39931608,66.36512630,-58.01754749,-53.97889609,-55.14342665,-54.27291056,-53.71635118,-51.30629363,-50.10104677,-49.56012825,-73.47874875,-69.44009735,-70.60462791,-69.73411182,-69.17755245,-66.76749490,-65.56224803,-65.02132952,-135.24657436,-134.93850216,-135.00275546,-134.37857390,-134.89910620,-135.09480363,-135.73325155,-135.41365384
12994.98997996,-53.22973785,3.35790184,-68.72471700,3.35790184,-135.13771182,0.19126942,66.41299482,-59.43514013,-54.34704893,-54.99876952,-54.13855608,-53.30129760,-50.79905039,-49.64201938,-49.17602079,-74.93011929,-69.84202808,-70.49374867,-69.63353523,-68.79627675,-66.29402954,-65.13699854,-64.67099994,-134.89711534,-135.22166437,-135.17752491,-134.97183713,-135.48858047,-135.27069298,-135.05984925,-135.01443013
13038.07615230,-53.11807553,4.24277864,-68.65040941,4.24277864,-135.33377692,0.37657174,66.68336751,-61.98330710,-54.52739590,-54.43831011,-53.40180023,-52.46652618,-50.23035478,-49.13718988,-48.75972007,-77.51564098,-70.05972977,-69.97064399,-68.93413411,-67.99886006,-65.76268866,-64.66952375,-64.29205395,-135.00042455,-134.74526882,-135.06751122,-135.32550698,-135.60691609,-135.73148924,-135.81257455,-135.38052395
13081.16232465,-52.99901262,5.25250193,-68.56903492,5.25250193,-135.26262821,0.28845699,66.69359329,-64.63695038,-54.69022162,-53.83905866,-52.60884367,-51.59259742,-49.65592601,-48.62808728,-48.34041591,-80.20697269,-70.26024392,-69.40908097,-68.17886597,-67.16261973,-65.22594831,-64.19810959,-63.91043821,-135.20949938,-134.95215457,-134.97511173,-135.38509062,-135.56919219,-134.90842462,-135.55679440,-135.54475820
13124.24849699,-52.83761710,6.14650371,-68.44055848,6.14650371,-135.17858003,0.42620630,66.73802155,-66.86383036,-54.66599007,-53.22354554,-51.86509181,-50.79912368,-49.14128465,-48.18344094,-47.95862971,-82.46677174,-70.26893145,-68.82648692,-67.46803320,-66.40206506,-64.74422603,-63.78638233,-63.56157109,-135.95175107,-134.80533549,-135.25615934,-135.17996219,-134.74414179,-134.83656222,-135.62607052,-135.02865762
13167.33466934,-52.55145178,6.56779971,-68.17325521,6.56779971,-135.48433864,0.47501333,67.31108343,-67.83288164,-54.09043183,-52.56010330,-51.26636438,-50.24278055,-48.80285884,-47.92877093,-47.68742279,-83.45468507,-69.71223525,-68.18190672,-66.88816780,-65.86458398,-64.42466227,-63.55057436,-63.30922621,-135.41529182,-135.68999709,-135.33713238,-135.50951465,-135.20552801,-134.84113421,-136.48893296,-135.38717798
13210.42084168,-52.26528647,7.00407975,-67.90595194,7.00407975,-135.53165924,0.35831838,67.62570730,-68.80193292,-53.51487359,-51.89666105,-50.66763694,-49.68643743,-48.46443303,-47.67410092,-47.41621586,-84.44259839,-69.15553906,-67.53732652,-66.30830241,-65.32710290,-64.10509850,-63.31476638,-63.05688133,-135.97157610,-135.82031076,-135.58663193,-135.44909966,-135.03031528,-135.69986099,-135.71158664,-134.98389255
13253.50701403,-51.82212459,6.59360375,-67.48740586,6.59360375,-135.76803101,0.23970538,68.28062515,-67.50165349,-52.81625693,-51.27986079,-50.16624263,-49.29483905,-48.38590433,-47.69919136,-47.43304814,-83.16693476,-68.48153820,-66.94514206,-65.83152390,-64.96012032,-64.05118560,-63.36447263,-63.09832941,-135.66148428,-135.59084855,-136.01271044,-135.92761842,-135.96240778,-135.92384027,-135.30763645,-135.75770186
13296.59318637,-51.27076238,5.59524839,-66.96462487,5.59524839,-135.65698274,0.49109437,68.69235787,-64.63737586,-52.03282974,-50.69520568,-49.73192928,-49.01678097,-48.48649391,-47.91708969,-47.64839392,-80.33123835,-67.72669223,-66.38906817,-65.42579177,-64.71064347,-64.18035640,-63.61095219,-63.34225641,-135.45452294,-135.83039499,-135.82173896,-135.43636191,-136.60145723,-135.01103514,-135.87362538,-135.22672538
13339.67935872,-50.71940017,4.60063895,-66.44184389,4.60063895,-135.69055101,0.34222192,69.24870712,-61.77309822,-51.24940254,-50.11055056,-49.29761592,-48.73872290,-48.58708348,-48.13498802,-47.86373970,-77.49554194,-66.97184626,-65.83299428,-65.02005964,-64.46116662,-64.30952720,-63.85743174,-63.58618342,-136.27242460,-135.75666803,-135.58580970,-136.03777610,-135.67599461,-135.31890386,-135.63822614,-135.23860504
13382.76553106,-50.47020866,3.78795628,-66.22485713,3.78795628,-136.06700141,0.40683878,69.84214428,-59.54776295,-50.99661982,-49.99372020,-49.28895782,-48.76275614,-48.76574369,-48.34129643,-48.06481227,-75.30241142,-66.75126829,-65.74836867,-65.04360628,-64.51740461,-64.52039215,-64.09594490,-63.81946074,-136.31648645,-136.40205985,-135.71189000,-136.34555831,-135.30000468,-136.04737696,-136.48284280,-135.92979220
13425.85170341,-50.24352845,2.98998978,-66.03065161,2.98998978,-136.15304618,0.48440243,70.12239458,-57.37002797,-50.78336935,-49.91174211,-49.31201042,-48.80929476,-48.95022004,-48.54674140,-48.26482150,-73.15715114,-66.57049251,-65.69886527,-65.09913358,-64.59641792,-64.73734320,-64.33386456,-64.05194467,-136.16109032,-136.09835376,-136.77620847,-135.87700632,-135.34572441,-135.81868328,-136.40401919,-136.74328369
13468.93787575,-50.03146062,2.32382867,-65.85209864,2.32382867,-136.07775770,0.41809868,70.22565906,-55.54147436,-50.52512604,-49.80587512,-49.30748826,-48.84359588,-49.09740801,-48.70658389,-48.42413338,-71.36211238,-66.34576407,-65.62651315,-65.12812628,-64.66423391,-64.91804603,-64.52722191,-64.24477140,-136.50358385,-135.97068491,-136.32487870,-135.82103740,-135.54228177,-136.15033144,-135.60688259,-136.70238094
13512.02404810,-49.85903433,2.01029966,-65.71600906,2.01029966,-135.32387239,0.79212314,69.60786333,-54.66020484,-50.14482295,-49.63520063,-49.22815931,-48.84469828,-49.14343737,-48.74271270,-48.47303855,-70.51717957,-66.00179768,-65.49217536,-65.08513404,-64.70167301,-65.00041211,-64.59968744,-64.33001329,-136.30681726,-134.27446676,-134.86937397,-134.58172314,-134.74984522,-135.74149610,-136.20096422,-135.86629247
13555.11022044,-49.68660804,1.69984569,-65.57991948,1.69984569,-136.25747328,0.51606686,70.67755379,-53.77893532,-49.76451985,-49.46452613,-49.14883036,-48.84580067,-49.18946674,-48.77884152,-48.52194373,-69.67224676,-65.65783129,-65.35783758,-65.04214180,-64.73911211,-65.08277818,-64.67215296,-64.41525517,-135.84581007,-136.20597414,-137.11316228,-135.55102706,-136.14642195,-135.94227507,-136.43354892,-136.82156671
13598.19639279,-49.64632482,1.45656294,-65.57831750,1.45656294,-136.60540107,0.24184990,71.02708357,-53.11314502,-49.82356151,-49.50900613,-49.22010458,-48.93700837,-49.21741214,-48.79118687,-48.55917391,-69.04513770,-65.75555419,-65.44099881,-65.15209726,-64.86900105,-65.14940482,-64.72317955,-64.49116659,-136.73269348,-136.66760955,-136.56993452,-136.90618731,-136.62313235,-136.06848092,-136.69660575,-136.57856465
13641.28256513,-49.69123909,1.27078024,-65.66342462,1.27078024,-136.86282416,0.25446919,71.19939954,-52.58628210,-50.16586492,-49.69220416,-49.38847822,-49.08631028,-49.23369813,-48.78819814,-48.58887680,-68.55846763,-66.13805045,-65.66438969,-65.36066374,-65.05849581,-65.20588366,-64.76038367,-64.56106233,-137.05795678,-137.19038159,-137.07917497,-136.86269689,-136.94332140,-136.49832188,-136.53973759,-136.73100222
13684.36873747,-49.73615337,1.11389136,-65.74853174,1.11389136,-136.51561249,0.38215895,70.76708075,-52.05941918,-50.50816833,-49.87540219,-49.55685185,-49.23561219,-49.24998412,-48.78520942,-48.61857969,-68.07179755,-66.52054670,-65.88778056,-65.56923023,-65.24799057,-65.26236250,-64.79758779,-64.63095806,-137.17501198,-136.23382321,-135.96514331,-136.35542630,-136.28069849,-136.75754709,-136.59935788,-136.75789169
